path,label,features,reduced_features
s3a://ds-p8/data/Granadilla/r_300_100.jpg,Granadilla,[0.59094447 0.         0.         ... 0.         0.03164177 0.03526499],"[ 7.85810423e+00  1.09110594e+00  1.68851927e-01 -7.72215247e-01
  1.34013379e+00 -2.44773820e-01 -4.20839608e-01 -4.54140091e+00
  7.96859741e-01  5.64473093e-01  1.19074471e-01  9.42909122e-02
  5.09078443e-01  9.16230381e-02  7.25981772e-01  4.19752508e-01
 -2.66887665e-01 -2.17992395e-01  7.90467501e-01 -3.59263062e-01
  2.02202752e-01  5.03197797e-02  1.78567335e-01  2.63018999e-03
  4.29438829e+00 -2.71445215e-01 -9.57175568e-02 -6.38428256e-02
 -7.72840559e-01  3.29221070e-01  8.16094637e-01 -7.74006769e-02
  7.20293224e-02  1.47283718e-01  8.04038107e-01  4.76845789e+00
 -2.73138016e-01  5.58757961e-01 -4.50626552e-01 -2.33252615e-01
  2.47639008e-02 -2.42761761e-01 -4.07500535e-01 -1.10508904e-01
 -1.28644794e-01  1.11271299e-01  1.63339451e-01  3.65567255e+00
 -3.96830589e-01  4.84132856e-01 -1.58044443e-01 -8.04137439e-02
  3.75612043e-02  2.06770703e-01 -1.61610112e-01 -1.14094011e-01
  5.16288340e-01 -1.64246154e+00  2.29554642e-02 -3.14766616e-01
 -9.92756560e-02  1.37979463e-01  8.51468965e-02  6.33609486e+00
 -2.32103869e-01  2.67968208e-01  1.46578670e-01  1.99396744e-01
 -6.73882246e+00  3.75454873e-01  6.92232028e-02 -1.34581074e-01
 -1.36314571e-01  2.17168123e-01  3.59183431e+00 -1.26432091e-01
 -8.10594484e-02  7.06972629e-02 -1.20556988e-01 -2.02048153e-01
 -1.30540296e-01 -4.04513645e+00  5.67674100e-01  1.32275015e-01
  2.14826345e-01 -2.08087802e-01 -1.42554626e-01  3.33809927e-02
 -9.86758173e-01  3.42927516e-01 -1.82602331e-01  1.07270457e-01
 -1.47502691e-01 -3.59514594e+00  3.11982393e-01  7.01891109e-02
 -4.90770102e+00 -3.19102220e-02 -1.23094274e-02 -9.06656310e-02
 -3.51979375e-01 -1.17396079e-01  5.77654690e-02  7.22441524e-02
 -1.45822275e+00 -4.20839608e-01 -2.44773820e-01  1.34013379e+00
 -7.72215247e-01  1.68851927e-01 -1.03679895e+00 -1.70000601e+00
  7.96859741e-01  5.64473093e-01  1.41232395e+00  1.19074471e-01
  9.42909122e-02  5.09078443e-01  9.16230381e-02  7.25981772e-01
  1.98215210e+00  4.19752508e-01 -2.66887665e-01 -2.17992395e-01
 -1.34896111e+00  7.90467501e-01 -3.59263062e-01  2.02202752e-01
  3.95909160e-01 -2.83524776e+00  5.03197797e-02  1.78567335e-01
  3.25592645e-02  2.63018999e-03 -2.71445215e-01 -1.57356894e+00
 -9.57175568e-02 -6.38428256e-02]"
s3a://ds-p8/data/Cactus/256_100.jpg,Cactus,[0.8027884  0.01417516 0.         ... 0.572437   1.0915235  0.03080731],"[ 1.000054    0.9881278  -0.38234308 -0.09745021  0.8914709  -0.12416442
 -0.13365436 -1.2891653   0.5036643   0.40335578  0.3097065  -0.08748204
  0.63709706 -0.3929602   1.3303254   0.98940635  0.31297046 -0.26734087
  0.74373937 -1.0997168  -0.38253748  0.50875     0.6212939  -0.0401145
 -3.2462409  -0.06449651  0.08651416 -0.36541688 -1.2656463  -0.13571428
  0.37325838  0.00852523 -0.22284476  0.578398    0.9461843   8.299032
 -0.5862552   0.7214451   0.03369061 -0.9075909  -0.06185667  0.37926507
  0.6708751  -0.29909766 -0.46467528 -0.24264888  0.1420629   3.0433133
 -0.09725676  0.15064296 -0.656542    0.24304754  0.03738767  0.2067707
 -0.16161011 -0.11409401  0.51628834 -3.7905936   0.02295546 -0.31476662
 -0.09927566  0.13797946  0.0851469   0.43818638 -0.23210387  0.2679682
  0.14657867  0.19939674 -6.448718    0.37545487  0.0692232  -0.13458107
 -0.13631457  0.21716812 -0.09243251 -0.12643209 -0.08105945  0.07069726
 -0.12055699 -0.20204815 -0.1305403  -5.7026863   0.5676741   0.13227502
  0.21482635 -0.2080878  -0.14255463  0.03338099 -2.9703476   0.34292752
 -0.18260233  0.10727046 -0.14750269 -2.282842    0.3119824   0.07018911
 -0.4269071  -0.03191022 -0.01230943 -0.09066563 -0.35197937 -0.11739608
  0.05776547  0.03818076 -1.0178683  -0.13365436 -0.12416442  0.8914709
 -0.09745021 -0.38234308 -7.7657022  -3.145471    0.5036643   0.40335578
 -0.10528544  0.3097065  -0.08748204  0.63709706 -0.3929602   1.3303254
  0.5314114   0.98940635  0.31297046 -0.26734087 -0.31750497  0.74373937
 -1.0997168  -0.38253748 -1.0702477  -2.4947662   0.50875     0.6212939
 -6.160449   -0.0401145  -0.06449651  1.4547012   0.08651416 -0.36541688]"
s3a://ds-p8/data/Pineapple/r_24_100.jpg,Pineapple,[0.         3.731727   0.05862698 ... 0.9917112  0.         0.        ],"[-9.3808012e+00  1.7772393e+00 -6.0814028e-03 -8.3877301e-01
  6.5583795e-01 -6.8305010e-01 -6.6011176e-02 -5.6809610e-01
  1.1007391e+00 -5.7851188e-02  2.4942662e-01  3.1070841e-02
  3.9609849e-02 -7.1472567e-01  6.4276725e-01 -1.1947216e-02
  1.7322221e-01 -9.8901615e-02  1.2033894e-03 -8.4395820e-01
  3.5408351e-01 -1.7625649e-01  4.8002976e-01  6.5077618e-02
  5.1592302e+00  6.6293158e-02 -8.1498456e-01 -6.5235302e-02
 -4.1479093e-01  5.3607419e-02  6.4767456e-01 -1.7792881e-01
  3.8999057e-01  2.8036541e-01  5.1877362e-01  5.5338418e-01
 -4.7948700e-01  3.9263663e-01 -2.0889156e-01 -4.0068683e-01
 -9.7599007e-02  1.0686928e-01 -2.3355026e+00  1.2856054e-01
 -2.7752188e-01 -2.7158684e-01  5.1186740e-02 -4.8147702e+00
 -2.5442410e-01  3.9856065e-02 -4.0025181e-01  2.9654139e-01
  3.7418060e-02  2.0677070e-01 -1.6161011e-01 -1.1409401e-01
  5.1628834e-01 -5.9569812e+00  2.2955464e-02 -3.1476662e-01
 -9.9275656e-02  1.3797946e-01  8.5146897e-02  1.5523733e+00
 -2.3210387e-01  2.6796821e-01  1.4657867e-01  1.9939674e-01
 -2.5326540e+00  3.7545487e-01  6.9223203e-02 -1.3458107e-01
 -1.3631457e-01  2.1716812e-01  4.8597331e+00 -1.2643209e-01
 -8.1059448e-02  7.0697263e-02 -1.2055699e-01 -2.0204815e-01
 -1.3054030e-01 -7.3510547e+00  5.6767410e-01  1.3227502e-01
  2.1482635e-01 -2.0808780e-01 -1.4255463e-01  3.3380993e-02
 -3.4548762e+00  3.4292752e-01 -1.8260233e-01  1.0727046e-01
 -1.4750269e-01 -2.8730052e+00  3.1198239e-01  7.0189111e-02
 -6.9502487e+00 -3.1910222e-02 -1.2309427e-02 -9.0665631e-02
 -3.5197937e-01 -1.1739608e-01  5.7765469e-02 -6.7411497e-02
  2.8047309e+00 -6.6011176e-02 -6.8305010e-01  6.5583795e-01
 -8.3877301e-01 -6.0814028e-03 -7.6898396e-01 -1.6439090e+00
  1.1007391e+00 -5.7851188e-02  2.4458972e-01  2.4942662e-01
  3.1070841e-02  3.9609849e-02 -7.1472567e-01  6.4276725e-01
  1.3099644e+00 -1.1947216e-02  1.7322221e-01 -9.8901615e-02
  1.1739885e+00  1.2033894e-03 -8.4395820e-01  3.5408351e-01
 -1.6895198e+00 -2.1584449e+00 -1.7625649e-01  4.8002976e-01
 -3.3967748e+00  6.5077618e-02  6.6293158e-02 -1.5242138e+00
 -8.1498456e-01 -6.5235302e-02]"
s3a://ds-p8/data/Mandarine/224_100.jpg,Mandarine,[0.19058037 0.05750891 0.04495737 ... 0.03996029 0.04282431 0.        ],"[ 4.4805746  -3.6112754  -0.2237419  -0.8521932   0.71531314 -0.11077713
  0.11767005 -6.77054     0.19758515  0.65902054  0.3668931   0.33354187
 -0.02406373 -0.10087351  0.49369135 -0.47605306  0.5916496  -0.05637994
  0.5911442  -1.1264697  -0.17279007  0.49595553  0.61068654  0.13409731
  6.8361254  -0.22248186  0.03105602 -0.35420114 -1.2736055   0.07062238
  0.54729325  0.45895052 -0.21083032  0.45657074  0.3562042   5.907437
 -0.35689485  0.29357988 -0.06566572 -0.2418915  -0.17686793  0.25851002
  0.45082918  0.35581812 -0.5829264   0.11858247  0.26101682 -1.555379
 -0.20974894  0.05307613 -0.31271157 -0.01160933  0.03739941  0.2067707
 -0.16161011 -0.11409401  0.51628834  3.372853    0.02295546 -0.31476662
 -0.09927566  0.13797946  0.0851469   3.0218735  -0.23210387  0.2679682
  0.14657867  0.19939674 -5.5099945   0.37545487  0.0692232  -0.13458107
 -0.13631457  0.21716812  6.5292625  -0.12643209 -0.08105945  0.07069726
 -0.12055699 -0.20204815 -0.1305403  -3.1155632   0.5676741   0.13227502
  0.21482635 -0.2080878  -0.14255463  0.03338099 -2.3111923   0.34292752
 -0.18260233  0.10727046 -0.14750269 -0.30771568  0.3119824   0.07018911
 -3.9582877  -0.03191022 -0.01230943 -0.09066563 -0.35197937 -0.11739608
  0.05776547 -0.33612233 -0.38454917  0.11767005 -0.11077713  0.71531314
 -0.8521932  -0.2237419  -0.61318064 -2.0512607   0.19758515  0.65902054
 -1.6334124   0.3668931   0.33354187 -0.02406373 -0.10087351  0.49369135
  2.062888   -0.47605306  0.5916496  -0.05637994 -1.1948916   0.5911442
 -1.1264697  -0.17279007 -1.2697284  -2.8843064   0.49595553  0.61068654
 -3.445832    0.13409731 -0.22248186  0.02735141  0.03105602 -0.35420114]"
s3a://ds-p8/data/Kaki/171_100.jpg,Kaki,[1.1512244  0.1502193  0.         ... 0.         0.15408352 0.        ],"[ 1.06790972e+01  8.68428135e+00  3.57440174e-01 -5.56065917e-01
  5.31855166e-01 -1.25930727e-01 -1.29525855e-01 -2.37064290e+00
  3.73910189e-01  5.53382814e-01  7.24485755e-01  8.12137593e-03
  5.07073224e-01  1.44955411e-03  3.37812275e-01  1.11062244e-01
  1.25406072e-01 -4.15216573e-02  5.59235454e-01 -8.49495530e-01
  1.84019268e-01  5.01857042e-01  4.28996682e-01  3.42769772e-01
  2.02576685e+00 -3.12582642e-01 -5.16643941e-01 -8.45208585e-01
 -1.07322061e+00  4.41200107e-01  8.94410983e-02  2.06330508e-01
 -3.11519384e-01  1.39233917e-01  6.64542973e-01  2.39529824e+00
 -8.95847159e-04  6.60277247e-01 -2.62371361e-01 -4.16264087e-01
  2.34609134e-02  5.65089807e-02 -2.68948174e+00  1.23330414e-01
 -3.22425812e-01 -2.06714556e-01  2.63303667e-01 -6.09803617e-01
 -2.62441278e-01 -1.33014143e-01 -2.39601985e-01  3.65437865e-01
  3.74758057e-02  2.06770703e-01 -1.61610112e-01 -1.14094011e-01
  5.16288340e-01 -2.49383950e+00  2.29554642e-02 -3.14766616e-01
 -9.92756560e-02  1.37979463e-01  8.51468965e-02 -1.96458328e+00
 -2.32103869e-01  2.67968208e-01  1.46578670e-01  1.99396744e-01
 -7.96239853e+00  3.75454873e-01  6.92232028e-02 -1.34581074e-01
 -1.36314571e-01  2.17168123e-01  6.51176214e+00 -1.26432091e-01
 -8.10594484e-02  7.06972629e-02 -1.20556988e-01 -2.02048153e-01
 -1.30540296e-01 -4.27502680e+00  5.67674100e-01  1.32275015e-01
  2.14826345e-01 -2.08087802e-01 -1.42554626e-01  3.33809927e-02
 -4.43961239e+00  3.42927516e-01 -1.82602331e-01  1.07270457e-01
 -1.47502691e-01 -5.71943855e+00  3.11982393e-01  7.01891109e-02
 -3.64426851e+00 -3.19102220e-02 -1.23094274e-02 -9.06656310e-02
 -3.51979375e-01 -1.17396079e-01  5.77654690e-02  2.60636717e-01
 -5.24875450e+00 -1.29525855e-01 -1.25930727e-01  5.31855166e-01
 -5.56065917e-01  3.57440174e-01 -2.35266352e+00 -5.53877354e+00
  3.73910189e-01  5.53382814e-01 -6.50154531e-01  7.24485755e-01
  8.12137593e-03  5.07073224e-01  1.44955411e-03  3.37812275e-01
  3.30985993e-01  1.11062244e-01  1.25406072e-01 -4.15216573e-02
 -7.18367547e-02  5.59235454e-01 -8.49495530e-01  1.84019268e-01
 -2.02775669e+00 -1.51252770e+00  5.01857042e-01  4.28996682e-01
 -4.94505405e+00  3.42769772e-01 -3.12582642e-01 -7.37539589e-01
 -5.16643941e-01 -8.45208585e-01]"
s3a://ds-p8/data/Apricot/69_100.jpg,Apricot,[0.4983343  0.30288196 0.         ... 0.01072691 0.         0.        ],"[  8.173144     0.7228207    0.3185194   -0.4122039    1.2759305
  -0.13696486  -0.74405247  -6.41224      0.4337407    0.62279594
   0.72749287   0.31037134   0.31873757  -0.4915655    0.18417233
  -0.03656897  -0.10848895   0.49945447   0.28225005  -0.69219863
  -0.44368052   0.5618304   -0.07500049  -0.18367001   1.6244777
  -0.4314253   -0.13756484  -0.34476873  -1.1436261    0.45776445
   0.8598956    0.04323615   0.05465373   0.47169134   1.2283419
   2.183046    -0.25318497   0.4576582   -0.20653652  -0.5339257
  -0.15350778   0.21150395  -2.1076443    0.27573764  -0.24537028
  -0.4154767    0.16999996  -0.38908306  -0.23261838   0.02667814
  -0.42142406   0.23410356   0.03743538   0.2067707   -0.16161011
  -0.11409401   0.51628834   0.79809964   0.02295546  -0.31476662
  -0.09927566   0.13797946   0.0851469   -0.88197607  -0.23210387
   0.2679682    0.14657867   0.19939674 -11.318332     0.37545487
   0.0692232   -0.13458107  -0.13631457   0.21716812   7.5526047
  -0.12643209  -0.08105945   0.07069726  -0.12055699  -0.20204815
  -0.1305403   -6.3344126    0.5676741    0.13227502   0.21482635
  -0.2080878   -0.14255463   0.03338099  -0.5284055    0.34292752
  -0.18260233   0.10727046  -0.14750269  -3.3162098    0.3119824
   0.07018911  -1.5105069   -0.03191022  -0.01230943  -0.09066563
  -0.35197937  -0.11739608   0.05776547  -0.12786429   0.27002347
  -0.74405247  -0.13696486   1.2759305   -0.4122039    0.3185194
   0.18545748   0.36058894   0.4337407    0.62279594   0.87586755
   0.72749287   0.31037134   0.31873757  -0.4915655    0.18417233
  -2.3039246   -0.03656897  -0.10848895   0.49945447  -1.8826551
   0.28225005  -0.69219863  -0.44368052  -1.9117441   -0.24682683
   0.5618304   -0.07500049  -3.5129628   -0.18367001  -0.4314253
  -2.0653718   -0.13756484  -0.34476873]"
s3a://ds-p8/data/Watermelon/273_100.jpg,Watermelon,[0.24144702 0.22403616 0.         ... 0.00918735 1.2773559  0.35410324],"[-2.96341252e+00  2.96221447e+00  6.72801852e-01  4.44387764e-01
  1.48530319e-01  5.04569173e-01 -5.99464953e-01 -8.99548817e+00
  9.19132531e-01  3.00244480e-01  4.02618855e-01  1.09954506e-01
  4.88989949e-01 -8.74592185e-01  8.35560739e-01  4.46074367e-01
 -2.43155494e-01 -1.41415307e-02  7.44520962e-01 -1.26085389e+00
  2.16922998e-01  6.06209934e-01  4.51077431e-01  4.11617786e-01
  1.88397205e+00  5.96682243e-02  1.76234603e-01 -4.26132053e-01
 -1.04059863e+00 -4.00266647e-01  7.14339018e-01  3.02426308e-01
  2.04179585e-01  3.83412093e-01  5.52182198e-01  5.86022663e+00
 -4.54053581e-01 -3.19512427e-01 -1.80315509e-01 -3.23796242e-01
 -1.53815553e-01  5.22311963e-02 -3.42570686e+00  8.47301856e-02
 -2.36328334e-01 -2.09624946e-01  4.69710231e-02 -1.27658403e+00
 -2.53124446e-01  5.77310920e-02 -4.29174095e-01  3.05043519e-01
  3.73873860e-02  2.06770703e-01 -1.61610112e-01 -1.14094011e-01
  5.16288340e-01 -4.19469690e+00  2.29554642e-02 -3.14766616e-01
 -9.92756560e-02  1.37979463e-01  8.51468965e-02 -1.00046444e+00
 -2.32103869e-01  2.67968208e-01  1.46578670e-01  1.99396744e-01
 -1.09401617e+01  3.75454873e-01  6.92232028e-02 -1.34581074e-01
 -1.36314571e-01  2.17168123e-01  6.88944435e+00 -1.26432091e-01
 -8.10594484e-02  7.06972629e-02 -1.20556988e-01 -2.02048153e-01
 -1.30540296e-01  2.22724271e+00  5.67674100e-01  1.32275015e-01
  2.14826345e-01 -2.08087802e-01 -1.42554626e-01  3.33809927e-02
 -5.98507690e+00  3.42927516e-01 -1.82602331e-01  1.07270457e-01
 -1.47502691e-01 -5.86152697e+00  3.11982393e-01  7.01891109e-02
 -2.13811874e+00 -3.19102220e-02 -1.23094274e-02 -9.06656310e-02
 -3.51979375e-01 -1.17396079e-01  5.77654690e-02 -2.67312050e-01
 -6.70072556e+00 -5.99464953e-01  5.04569173e-01  1.48530319e-01
  4.44387764e-01  6.72801852e-01 -4.25926733e+00 -6.01033564e-04
  9.19132531e-01  3.00244480e-01 -3.65488625e+00  4.02618855e-01
  1.09954506e-01  4.88989949e-01 -8.74592185e-01  8.35560739e-01
  6.59288025e+00  4.46074367e-01 -2.43155494e-01 -1.41415307e-02
 -4.95003271e+00  7.44520962e-01 -1.26085389e+00  2.16922998e-01
 -2.33446717e+00 -2.01421189e+00  6.06209934e-01  4.51077431e-01
 -2.49719405e+00  4.11617786e-01  5.96682243e-02  7.09065020e-01
  1.76234603e-01 -4.26132053e-01]"
s3a://ds-p8/data/Plum/72_100.jpg,Plum,[0.7899602  0.02176062 0.03596323 ... 0.         0.51068014 0.21590218],"[-5.4781938   9.639819    0.19482836 -0.36319587  0.5211295  -0.5315821
  0.35405946 -8.084299    0.8819347   0.4534764   0.512409   -0.3772953
  0.836474    0.42630014  0.01897888 -0.70365566  0.5001262   0.401299
  0.12507492 -0.6947918   0.06403507  0.06563578  0.17100468 -0.3303372
  2.1325214   0.22325768  0.36671183  0.05873422 -1.4126322   0.16288479
  0.62488276  0.25521553 -0.28791204  0.8557645   0.06202935  7.0960126
 -0.22154582  1.2230687  -0.23291484 -0.16511416 -0.22216897  0.11661927
  2.3014498  -0.06624451 -0.0896652  -0.22485656 -0.04187855 -3.6562178
 -0.24175543 -0.01150065 -0.33412433  0.2896958   0.03744342  0.2067707
 -0.16161011 -0.11409401  0.51628834  1.4488719   0.02295546 -0.31476662
 -0.09927566  0.13797946  0.0851469   0.622069   -0.23210387  0.2679682
  0.14657867  0.19939674 -9.325237    0.37545487  0.0692232  -0.13458107
 -0.13631457  0.21716812  0.9248243  -0.12643209 -0.08105945  0.07069726
 -0.12055699 -0.20204815 -0.1305403  -3.016542    0.5676741   0.13227502
  0.21482635 -0.2080878  -0.14255463  0.03338099 -2.432808    0.34292752
 -0.18260233  0.10727046 -0.14750269 -5.3155107   0.3119824   0.07018911
 -0.722806   -0.03191022 -0.01230943 -0.09066563 -0.35197937 -0.11739608
  0.05776547 -0.38808775 -1.6450261   0.35405946 -0.5315821   0.5211295
 -0.36319587  0.19482836 -0.5303025  -2.7823455   0.8819347   0.4534764
  2.5271523   0.512409   -0.3772953   0.836474    0.42630014  0.01897888
  3.2084677  -0.70365566  0.5001262   0.401299    0.27953914  0.12507492
 -0.6947918   0.06403507 -0.44811878  0.7086789   0.06563578  0.17100468
 -3.0753624  -0.3303372   0.22325768 -3.7947497   0.36671183  0.05873422]"
s3a://ds-p8/data/Beetroot/121_100.jpg,Beetroot,[1.932302   0.16426831 0.07289862 ... 0.1764148  0.71850765 1.1241516 ],"[-7.26845598e+00  7.35315800e+00  3.73108476e-01 -6.07819259e-01
  7.88029671e-01  2.76802629e-01 -5.33316553e-01 -5.76823282e+00
  8.61006260e-01 -1.01725435e+00  4.03772056e-01 -6.54318213e-01
  1.93074301e-01  2.63573945e-01  7.01074898e-01  3.61286938e-01
  8.88124630e-02  6.06318063e-04 -7.95369297e-02 -5.64333379e-01
 -1.76952153e-01  3.70827824e-01 -5.14124446e-02 -6.65060207e-02
  3.37679672e+00  9.09669846e-02 -3.27660799e-01 -1.00804426e-01
 -9.05222356e-01  1.68850452e-01  3.72543126e-01 -2.56600589e-01
  1.44698933e-01  2.75696039e-01  7.95652568e-01  9.21516895e+00
 -2.95350879e-01 -2.87202924e-01 -2.12581500e-01 -3.64483386e-01
 -8.18962976e-02  7.98422936e-03  2.77083492e+00  8.22916031e-02
 -2.66534209e-01 -2.94852525e-01  1.28928507e-02  5.24835587e+00
 -2.78788686e-01 -1.05520030e-02 -4.31288898e-01  2.68206984e-01
  3.74159552e-02  2.06770703e-01 -1.61610112e-01 -1.14094011e-01
  5.16288340e-01 -1.43448985e+00  2.29554642e-02 -3.14766616e-01
 -9.92756560e-02  1.37979463e-01  8.51468965e-02  7.33508778e+00
 -2.32103869e-01  2.67968208e-01  1.46578670e-01  1.99396744e-01
 -9.52087688e+00  3.75454873e-01  6.92232028e-02 -1.34581074e-01
 -1.36314571e-01  2.17168123e-01  6.38646173e+00 -1.26432091e-01
 -8.10594484e-02  7.06972629e-02 -1.20556988e-01 -2.02048153e-01
 -1.30540296e-01 -5.32808638e+00  5.67674100e-01  1.32275015e-01
  2.14826345e-01 -2.08087802e-01 -1.42554626e-01  3.33809927e-02
 -4.72900629e+00  3.42927516e-01 -1.82602331e-01  1.07270457e-01
 -1.47502691e-01 -4.24918222e+00  3.11982393e-01  7.01891109e-02
 -2.72938728e+00 -3.19102220e-02 -1.23094274e-02 -9.06656310e-02
 -3.51979375e-01 -1.17396079e-01  5.77654690e-02 -4.29544263e-02
  3.74050069e+00 -5.33316553e-01  2.76802629e-01  7.88029671e-01
 -6.07819259e-01  3.73108476e-01 -6.55794573e+00 -1.39842522e+00
  8.61006260e-01 -1.01725435e+00 -1.73111018e-02  4.03772056e-01
 -6.54318213e-01  1.93074301e-01  2.63573945e-01  7.01074898e-01
 -5.47894835e-01  3.61286938e-01  8.88124630e-02  6.06318063e-04
 -8.76441300e-01 -7.95369297e-02 -5.64333379e-01 -1.76952153e-01
 -4.48004532e+00  1.16490078e+00  3.70827824e-01 -5.14124446e-02
 -8.33545113e+00 -6.65060207e-02  9.09669846e-02  2.15764356e+00
 -3.27660799e-01 -1.00804426e-01]"
s3a://ds-p8/data/Potato/r_182_100.jpg,Potato,[0.0607133 0.        0.        ... 0.        0.        0.       ],"[ 9.424341    3.189993    0.58366674 -0.44867352  0.65525454 -0.47724214
 -0.09151217 -3.7869706   0.5552402   1.3544267   0.21834865 -0.79794794
  0.1517237  -0.40199107  0.22118837  0.03329711 -0.01803075  0.3129456
 -0.19423406 -0.44280198  0.23052731  0.21189149  0.20101553  0.9183612
 -0.4757239   1.4341199   0.5729986  -0.3160028  -1.0494473   0.32384554
  0.4666948   0.29391515  0.2237927   0.8511251   0.6201879   7.562027
 -0.18266994  0.6800595  -0.21741208 -0.39210144 -0.11977099  0.05297781
 -2.3873048   0.12734258 -0.36916843 -0.26172093  0.11693312 -1.5469773
 -0.2646726  -0.05889969 -0.33432055  0.23860241  0.03739417  0.2067707
 -0.16161011 -0.11409401  0.51628834 -1.5260881   0.02295546 -0.31476662
 -0.09927566  0.13797946  0.0851469   0.04061667 -0.23210387  0.2679682
  0.14657867  0.19939674 -4.1190844   0.37545487  0.0692232  -0.13458107
 -0.13631457  0.21716812  4.57747    -0.12643209 -0.08105945  0.07069726
 -0.12055699 -0.20204815 -0.1305403  -5.9768615   0.5676741   0.13227502
  0.21482635 -0.2080878  -0.14255463  0.03338099 -0.37535873  0.34292752
 -0.18260233  0.10727046 -0.14750269 -0.5407099   0.3119824   0.07018911
 -1.5955738  -0.03191022 -0.01230943 -0.09066563 -0.35197937 -0.11739608
  0.05776547  0.03595007  1.3570197  -0.09151217 -0.47724214  0.65525454
 -0.44867352  0.58366674 -1.5429163  -3.4992552   0.5552402   1.3544267
  1.4090773   0.21834865 -0.79794794  0.1517237  -0.40199107  0.22118837
  1.1565145   0.03329711 -0.01803075  0.3129456  -3.1474683  -0.19423406
 -0.44280198  0.23052731  1.6402345  -2.701399    0.21189149  0.20101553
 -1.1150496   0.9183612   1.4341199   0.63600117  0.5729986  -0.3160028 ]"
s3a://ds-p8/data/Lychee/r_29_100.jpg,Lychee,[0.50623524 3.5350182  0.         ... 0.         0.01012196 0.14693356],"[-3.2238736e+00  1.3193915e+00  2.8525430e-01 -7.1184283e-01
  1.6090114e+00  6.9233835e-01 -4.2994696e-01 -3.5205004e+00
  3.4848262e-02  5.4234362e-01  6.7422122e-02  6.5099144e-01
  1.9177960e-01 -6.8238342e-01 -2.9666483e-01  2.6798990e-01
 -3.4497860e-01 -4.6237421e-01  4.6761158e-01 -9.1616207e-01
  6.9907457e-02 -3.8176319e-01  9.6146643e-02  5.1930225e-01
  1.1862298e+01  2.2741805e-01 -1.2208914e+00 -3.5283607e-01
 -7.4131584e-01  1.0605296e+00  6.7690438e-01 -9.3573421e-02
  4.6811894e-01  2.1097107e-01  1.0760556e+00 -8.9463699e-01
 -1.0433173e-01  5.3207833e-01 -1.1920566e-01 -4.2307100e-01
 -1.5675029e-01  1.0256608e-02 -4.8827310e+00  3.9654646e-02
 -3.1779513e-01 -2.7290332e-01  1.5274027e-02 -5.8251572e-01
 -2.5493291e-01  2.6884243e-02 -4.4878393e-01  1.8608333e-01
  3.7346076e-02  2.0677070e-01 -1.6161011e-01 -1.1409401e-01
  5.1628834e-01 -3.2243433e+00  2.2955464e-02 -3.1476662e-01
 -9.9275656e-02  1.3797946e-01  8.5146897e-02 -1.9305217e+00
 -2.3210387e-01  2.6796821e-01  1.4657867e-01  1.9939674e-01
 -5.6131177e+00  3.7545487e-01  6.9223203e-02 -1.3458107e-01
 -1.3631457e-01  2.1716812e-01  3.6316681e+00 -1.2643209e-01
 -8.1059448e-02  7.0697263e-02 -1.2055699e-01 -2.0204815e-01
 -1.3054030e-01 -2.5232728e+00  5.6767410e-01  1.3227502e-01
  2.1482635e-01 -2.0808780e-01 -1.4255463e-01  3.3380993e-02
  2.1393445e-01  3.4292752e-01 -1.8260233e-01  1.0727046e-01
 -1.4750269e-01 -3.3101478e+00  3.1198239e-01  7.0189111e-02
 -1.6806945e+00 -3.1910222e-02 -1.2309427e-02 -9.0665631e-02
 -3.5197937e-01 -1.1739608e-01  5.7765469e-02 -5.1993340e-01
  2.0050507e+00 -4.2994696e-01  6.9233835e-01  1.6090114e+00
 -7.1184283e-01  2.8525430e-01 -7.0900398e-01 -1.9111520e+00
  3.4848262e-02  5.4234362e-01 -2.3212588e+00  6.7422122e-02
  6.5099144e-01  1.9177960e-01 -6.8238342e-01 -2.9666483e-01
  3.0737748e+00  2.6798990e-01 -3.4497860e-01 -4.6237421e-01
 -6.1408615e-01  4.6761158e-01 -9.1616207e-01  6.9907457e-02
 -2.4341636e+00 -5.6863770e+00 -3.8176319e-01  9.6146643e-02
 -4.2040749e+00  5.1930225e-01  2.2741805e-01 -3.1132867e+00
 -1.2208914e+00 -3.5283607e-01]"
